,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1.0,,0.42526205329995065,,0.38152090021103574,,0.7742903834765483,0.47943395699884467,,0.19395863202097188,,0.36791514896766386,,0.7743210562614619,,,0.8399702165384261,,0.04024700431261608,,0.19479744384929915,,0.2930484023389528,0.0035074872822303867,,0.12393902489035157,,0.29613752036465574,,0.17007774233658707,,,-0.41153500701853785,,1.1109324593670515e-16,,0.11909364068176409,,0.0012716436610878692,-0.1911238910598575,,-0.2302642234019629,,-0.3818668319181053,,-0.446151539152918,,,-0.48338896313370483,,-0.4390235110403831,,-0.39564701951363496,,-0.4285421032652349,-0.6328304686531324,,-0.7944444587927741,,-0.6661723145706068,,-0.6023965746027559,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.42526205329995065,,1.0,,0.8698328930223235,,0.5492281221297587,0.8870086215044084,,0.30168349054914734,,0.733075153579329,,0.49448944730085587,,,0.4166703640653709,,0.40686511571290235,,0.45806448597449,,-0.15656715669072097,-0.6368825832955519,,0.10619817871536953,,0.5903946884362193,,0.21829053757849046,,,-0.5512920915995083,,-0.08232963344309542,,0.6484495064368462,,0.3013138961928873,-0.6575498079402754,,-0.3191000907297152,,-0.3414472218956558,,-0.5214352357381358,,,-0.6557736752678224,,-0.7968025489413436,,0.04085099228704477,,-0.992346026352399,6.092903649170003e-17,,-0.5352948825977999,,-0.6383664466363522,,-0.7059503178290515,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.38152090021103574,,0.8698328930223235,,1.0,,0.49273619865717,0.7957736298014293,,0.27205195316736625,,0.6344924246354442,,0.44352944414543566,,,0.3738662551145631,,0.3332893381737679,,0.41046646612633014,,-0.11929954680281518,-0.5506821578990476,,0.0949924355368375,,0.5294422297967817,,0.19536380038511175,,,-0.4946776888994063,,-0.07371496697281177,,0.581325130045947,,0.4025282883160169,-0.5697410686412323,,-0.286278432152408,,-0.274464678300509,,-0.4113009987898762,,,-0.5883228023319781,,-0.714538510886989,,0.011744290023949744,,-0.8765173130194001,5.466206229999194e-17,,-0.4802360894942667,,-0.5727060279545689,,-0.6333384290284549,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.7742903834765483,,0.5492281221297587,,0.49273619865717,,1.0,0.6191914134929553,,0.35226518048218164,,0.4751643011704904,,0.7997152855951165,,,0.7588954673136898,,0.030421405996065715,,0.15068020008377306,,0.3183663305950996,-0.1499017400491988,,0.22401928366508553,,0.5361157716623491,,0.13186309893369727,,,-0.36377564055162065,,0.07460928745311096,,0.34014799228731085,,0.0016423343079349615,-0.21091231457271228,,-0.5362168466186518,,-0.2947606438895526,,-0.5762070002079928,,,-0.47617937463370047,,-0.5670011153556822,,-0.5109801541602343,,-0.553464323476532,-0.612977846061839,,-0.9746312343258634,,-0.8603649596931705,,-0.7779982645503217,
8,,0.47943395699884467,,0.8870086215044084,,0.7957736298014293,,0.6191914134929553,1.0,,0.341344466566382,,0.7673948488562002,,0.5573933166683935,,,0.4360524075377469,,0.21785484995760374,,0.5159898772459423,,0.018528878874067792,-0.5271311569553168,,-0.05927996444477455,,0.6654028182381829,,0.24568018807216016,,,-0.6215973531902392,,-0.13903235331274957,,0.7306763932554946,,0.15766391319156353,-0.5548511992952863,,-0.5266430982223738,,-0.1596956779203743,,-0.5705319070987968,,,-0.7605413575474045,,-0.8449935315835545,,-0.1755315852957717,,-0.8938501268199853,6.869046705359093e-17,,-0.6034832916166073,,-0.7196846018854318,,-0.7958776281472041,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.19395863202097188,,0.30168349054914734,,0.27205195316736625,,0.35226518048218164,0.341344466566382,,1.0,,0.5763886227419939,,0.3020579283719515,,,0.21750280279769266,,0.2589507039013882,,0.1908212231038938,,-0.4065232157144886,-0.7304621539638402,,-0.03210124270046332,,0.30881225102116433,,0.04492716524836081,,,-0.20477310850231728,,0.26522103570328553,,0.24942606685170424,,0.10886099549843506,-0.7570535004202739,,-0.3843176241635617,,-0.2462214984840353,,-0.49360867160166605,,,-0.290413968973435,,-0.09672648801800525,,-0.13104961713901472,,-0.30408908068946283,-0.1867725565451646,,-0.3354982592850282,,-0.4554358950238053,,-0.43098306721866425,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.36791514896766386,,0.733075153579329,,0.6344924246354442,,0.4751643011704904,0.7673948488562002,,0.5763886227419939,,1.0,,0.42785473160396914,,,0.33450074915326217,,0.4291457504783359,,0.396527687717871,,-0.3072381012263025,-0.7191252047174757,,-0.15243950788803076,,0.5108889504277362,,0.1890831459217491,,,-0.47690650789909916,,-0.0534736994769552,,0.5612120335630079,,0.32095264040570476,-0.7331245533211295,,-0.38305230719520666,,-0.2950102872720154,,-0.5892270037024605,,,-0.5673421071855062,,-0.5263057726192426,,0.05957595213247906,,-0.7254478585858853,5.2712710582452975e-17,,-0.4631099693573751,,-0.5522822562880112,,-0.6107523921600675,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.7743210562614619,,0.49448944730085587,,0.44352944414543566,,0.7997152855951165,0.5573933166683935,,0.3020579283719515,,0.42785473160396914,,1.0,,,0.7589470148710857,,0.03079350362788073,,0.15076099538970272,,0.27262815851799915,-0.10664642285155272,,0.15997305409418514,,0.4594595698330393,,0.1317815155115822,,,-0.40980612804001,,0.07458273452951529,,0.27823060307630143,,0.04289071385525348,-0.1902172329409098,,-0.40196206095440257,,-0.2952301055770253,,-0.5187449377178175,,,-0.4764821377739434,,-0.5103440887142262,,-0.4596429452696588,,-0.49829791577374116,-0.6127596915335246,,-0.8205311480175019,,-0.7742827340660713,,-0.7002034248537115,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.8399702165384261,,0.4166703640653709,,0.3738662551145631,,0.7588954673136898,0.4360524075377469,,0.21750280279769266,,0.33450074915326217,,0.7589470148710857,,,1.0,,0.06856715772360704,,0.16356322756229613,,0.24668092595387944,-0.02023741402607427,,0.06949585190578819,,0.3318510865105092,,0.14293080034532335,,,-0.39502568638326496,,8.868137783351448e-17,,0.16717353699857446,,-0.02121337499501607,-0.15983153451024112,,-0.2903956161737323,,-0.3562425262522996,,-0.43715654877370913,,,-0.44283126678077156,,-0.39937199249429756,,-0.3878762849682176,,-0.4198871470068888,-0.6203358004463291,,-0.7786543393269637,,-0.6528946861230059,,-0.5903649434777901,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
